pair_id,english_text,spanish_text
356,"I shall see how much I am before-hand with the world in the spring, and we will plan our improvements accordingly.""","Ya veré cuánto le deberé al mundo cuando llegue la primavera, y planificaremos nuestras mejoras de acuerdo con ello:"
358,Marianne's pianoforte was unpacked and properly disposed of; and Elinor's drawings were affixed to the walls of their sitting room.,"Desempacaron el piano de Marianne y lo ubicaron en el lugar más adecuado, y colgaron los dibujos de Elinor en los muros de la sala."
361,"He had formerly visited at Stanhill, but it was too long for his young cousins to remember him.","Antes había estado de visita en Stanhill, pero hacía de ello demasiado tiempo para que sus jóvenes primas lo recordaran."
362,His countenance was thoroughly good-humoured; and his manners were as friendly as the style of his letter.,Su semblante revelaba buen humor y sus modales eran tan amistosos como el estilo de su carta.
363,"Their arrival seemed to afford him real satisfaction, and their comfort to be an object of real solicitude to him.",Parecía que la llegada de sus parientes lo llenaba de real satisfacción y que su comodidad era objeto de verdadero desvelo para él.
366,"He insisted, moreover, on conveying all their letters to and from the post for them, and would not be denied the satisfaction of sending them his newspaper every day.","Más aún, insistió en llevar todas sus cartas al correo y traer las que les llegaran, y rehusó lo privaran de la satisfacción de enviarles a diario su periódico."
369,"Lady Middleton was not more than six or seven and twenty; her face was handsome, her figure tall and striking, and her address graceful.","Lady Middleton no tenía más de veintiséis o veintisiete años, era de hermoso rostro, figura alta y llamativa y trato gracioso."
373,"On every formal visit a child ought to be of the party, by way of provision for discourse.","En todas las visitas formales debiera haber un niño, a manera de seguro para la conversación."
378,"The ladies had passed near it in their way along the valley, but it was screened from their view at home by the projection of a hill.","Las Dashwood habían pasado cerca de allí al cruzar el valle pero desde su hogar no lo veían, pues lo tapaba la saliente de una colina."
379,The house was large and handsome; and the Middletons lived in a style of equal hospitality and elegance.,"La casa misma era amplia y hermosa, y los Middleton vivían de manera que conjugaba la hospitalidad y la elegancia."
380,"The former was for Sir John's gratification, the latter for that of his lady.","La primera se daba para satisfacción de sir John, la última para la de su esposa."
381,"They were scarcely ever without some friends staying with them in the house, and they kept more company of every kind than any other family in the neighbourhood.","Casi nunca faltaba algún amigo alojado con ellos en la casa, y recibían más visitas de todo tipo que ninguna otra familia de los alrededores."
384,"He hunted and shot, and she humoured her children; and these were their only resources.","El cazaba y practicaba el tiro, ella consentía a sus hijos; y éstos eran sus únicos recursos."
385,"Lady Middleton had the advantage of being able to spoil her children all the year round, while Sir John's independent employments were in existence only half the time.","Lady Middleton tenía la ventaja de poder mimar a sus hijos durante todo el año, en tanto que las ocupaciones independientes de sir John podían darle sólo la mitad del tiempo."
392,It was enough to secure his good opinion; for to be unaffected was all that a pretty girl could want to make her mind as captivating as her person.,"Eso bastaba para asegurar su buena opinión, porque la falta de afectación era todo lo que una chica bonita podía necesitar para hacer de su espíritu algo tan cautivador como su apariencia."
393,"The friendliness of his disposition made him happy in accommodating those, whose situation might be considered, in comparison with the past, as unfortunate.",Complació a sir John en su carácter amistoso la posibilidad de hacer un favor a aquellos cuya situación podía considerarse adversa si se la comparaba con la que habían tenido en el pasado.
396,"They would see, he said, only one gentleman there besides himself; a particular friend who was staying at the park, but who was neither very young nor very gay.","Ahí sólo habría otro caballero además de él, les dijo; un amigo muy especial que' se estaba quedando en la finca, pero que no era ni muy joven ni muy alegre."
397,"He hoped they would all excuse the smallness of the party, and could assure them it should never happen so again.",Esperaba que le disculparan lo escaso de la concurrencia y les aseguró que ello no volvería a repetirse.
398,"He had been to several families that morning in hopes of procuring some addition to their number, but it was moonlight and every body was full of engagements.","Había estado con varias familias esa mañana, en la esperanza de conseguir a alguien más para hacer mayor el grupo, pero había luna y todos estaban llenos de compromisos para esa noche."
400,"The young ladies, as well as their mother, were perfectly satisfied with having two entire strangers of the party, and wished for no more.","Las jóvenes, al igual que su madre, estaban perfectamente satisfechas con tener a dos personas por completo desconocidas entre la concurrencia, y no deseaban más."
401,"Mrs. Jennings, Lady Middleton's mother, was a good-humoured, merry, fat, elderly woman, who talked a great deal, seemed very happy, and rather vulgar.","La señora Jennings, la madre de lady Middleton, era una mujer ya mayor, de excelente humor, gorda y alegre que hablaba en cantidades, parecía muy feliz y algo vulgar."
408,"In the evening, as Marianne was discovered to be musical, she was invited to play.","Al atardecer, como se descubriera que Marianne tenía aptitudes musicales, la invitaron a tocar."
411,"Sir John was loud in his admiration at the end of every song, and as loud in his conversation with the others while every song lasted.","Sir John manifestaba sonoramente su admiración al finalizar cada pieza, e igualmente sonora era su conversación con los demás mientras duraba la canción."
413,"Colonel Brandon alone, of all the party, heard her without being in raptures.","Sólo el coronel Brandon, entre toda la concurrencia, la escuchaba sin arrebatos."
416,She was perfectly disposed to make every allowance for the colonel's advanced state of life which humanity required.,Estaba perfectamente dispuesta a hacer todas las concesiones necesarias a la avanzada edad del coronel que un espíritu humanitario exigiría.
424,"It would be an excellent match, for HE was rich, and SHE was handsome.","Sería una excelente unión, porque el era rico y ella era hermosa."
426,"The immediate advantage to herself was by no means inconsiderable, for it supplied her with endless jokes against them both.","La ventaja inmediata que obtuvo de ello no fue de ninguna manera insignificante, porque la proveyó de interminables bromas a costa de ambos."
427,"At the park she laughed at the colonel, and in the cottage at Marianne.","En Barton Park se reía del coronel, y en la cabaña, de Marianne."
430,"""But at least, Mama, you cannot deny the absurdity of the accusation, though you may not think it intentionally ill-natured.","-Pero, mamá, al menos no podrá negar lo absurdo de la acusación, aunque no la crea intencionalmente maliciosa."
433,"When is a man to be safe from such wit, if age and infirmity will not protect him?""","¿Cuándo podrá un hombre liberarse de tales ingeniosidades, si la edad y su debilidad no lo protegen?"
440,"""Perhaps,"" said Elinor, ""thirty-five and seventeen had better not have any thing to do with matrimony together.","-Quizá -dijo Elinor-, sea mejor que una persona de treinta y cinco y otra de diecisiete no tengan nada que ver con un matrimonio entre sí."
443,In his marrying such a woman therefore there would be nothing unsuitable.,"Por tanto, si el coronel se casara con una mujer en esa condición, no habría nada inapropiado."
444,"It would be a compact of convenience, and the world would be satisfied.",Sería un pacto de conveniencia y el mundo estaría satisfecho.
445,"In my eyes it would be no marriage at all, but that would be nothing.","A mis ojos no sería en absoluto un matrimonio, Pero eso no importa."
446,"To me it would seem only a commercial exchange, in which each wished to be benefited at the expense of the other.""","A mí me parecería sólo un intercambio comercial, en que cada uno querría beneficiarse a costa del otro."
450,"Confess, Marianne, is not there something interesting to you in the flushed cheek, hollow eye, and quick pulse of a fever?""","Confiesa, Marianne, ¿no sientes que hay algo interesante en las mejillas encendidas, ojos hundidos y pulso acelerado de la fiebre?"
451,"Soon after this, upon Elinor's leaving the room, ""Mama,"" said Marianne, ""I have an alarm on the subject of illness which I cannot conceal from you.","Poco después, cuando Elinor hubo abandonado la habitación, dijo Marianne: -Mamá, tengo una preocupación en este tema de las enfermedades que no puedo ocultarle."
453,"We have now been here almost a fortnight, and yet he does not come.",Ya llevamos acá cerca de quince días y todavía no viene.
456,"""Had you any idea of his coming so soon?"" said Mrs. Dashwood.",-¿Tú pensabas que él vendría tan pronto? -dijo la señora Dashwood-.
460,"""I have never mentioned it to her, but of course she must.""","-Nunca se lo he mencionado a ella, pero por supuesto tiene que estar esperándolo."
462,"""How strange this is! what can be the meaning of it!",-¡Qué extraño es todo esto! ¿Qué puede significar?
463,But the whole of their behaviour to each other has been unaccountable!,¡Pero todo en la forma en que se han tratado entre ellos ha sido inexplicable!
465,How languid their conversation the last evening of their being together!,¡Qué desganada su conversación la última tarde que estuvieron juntos!
466,In Edward's farewell there was no distinction between Elinor and me: it was the good wishes of an affectionate brother to both.,"Al despedirse, Edward no hizo ninguna diferencia entre Elinor y yo: para ambas tuvo los buenos deseos de un hermano afectuoso."
467,"Twice did I leave them purposely together in the course of the last morning, and each time did he most unaccountably follow me out of the room.","Dos veces los dejé solos a propósito la última mañana, y cada vez él, de la manera más inexplicable, me siguió fuera de la habitación."
468,"And Elinor, in quitting Norland and Edward, cried not as I did.","Y Elinor, al dejar Norland y a Edward, no lloró como yo lo hice."
471,"When does she try to avoid society, or appear restless and dissatisfied in it?""","¿Cuándo intenta evitar la compañía de otros, o parece inquieta e insatisfecha con ella misma?"
473,The Dashwoods were now settled at Barton with tolerable comfort to themselves.,Las Dashwood estaban instaladas ahora en Barton con bastante comodidad.
477,There were but few who could be so classed; and it was not all of them that were attainable.,"Había pocas que cumplieran tal requisito, y no todas ellas eran asequibles."
479,"But they learnt, on enquiry, that its possessor, an elderly lady of very good character, was unfortunately too infirm to mix with the world, and never stirred from home.","Pero a sus preguntas les respondieron que su propietaria, una dama anciana de muy buen carácter, desgraciadamente estaba demasiado débil para compartir con el resto del mundo y nunca se alejaba de su hogar."
484,"""Is there a felicity in the world,"" said Marianne, ""superior to this?--Margaret, we will walk here at least two hours.""","-¿Existe en el mundo -dijo Marianne- una felicidad comparable a ésta? Margaret, caminaremos aquí al menos dos horas."
489,"A gentleman carrying a gun, with two pointers playing round him, was passing up the hill and within a few yards of Marianne, when her accident happened.","Un caballero que cargaba una escopeta, con dos perros pointer que jugaban a su alrededor, se encontraba- subiendo la colina y a pocas yardas de Marianne cuando ocurrió el accidente."
491,"She had raised herself from the ground, but her foot had been twisted in her fall, and she was scarcely able to stand.","Ella se había levantado del suelo, pero habiéndose torcido un tobillo al caer, apenas podía sostenerse en pie."
496,"She thanked him again and again; and, with a sweetness of address which always attended her, invited him to be seated.","Le agradeció una y otra vez, y con la dulzura de trato que le era propia, lo invitó a sentarse."
498,Mrs. Dashwood then begged to know to whom she was obliged.,La señora Dashwood le rogó entonces le dijera con quién debía estar agradecida.
500,"The honour was readily granted, and he then departed, to make himself still more interesting, in the midst of a heavy rain.","El honor fue rápidamente concedido y él partió, haciéndose aún más interesante, en medio de una intensa lluvia."
502,"But she had seen enough of him to join in all the admiration of the others, and with an energy which always adorned her praise.","Pero había visto lo suficiente de él para sumarse a la admiración de las demás, y lo hizo con esa energía que siempre adornaba sus elogios."
505,"His name was good, his residence was in their favourite village, and she soon found out that of all manly dresses a shooting-jacket was the most becoming.","Tenía un buen nombre, su residencia estaba en el villorrio que preferían por sobre los demás, y muy luego Marianne descubrió que de todas las vestimentas masculinas, la más sentadora era una chaqueta de caza."
506,"Her imagination was busy, her reflections were pleasant, and the pain of a sprained ankle was disregarded.","Bullía su imaginación, sus reflexiones eran gratas, y el dolor de un tobillo torcido perdió toda importancia."
509,"That is good news however; I will ride over tomorrow, and ask him to dinner on Thursday.""",Pero qué buenas noticias; cabalgaré hasta su casa mañana para invitarlo a cenar el jueves.
514,"""As good a kind of fellow as ever lived, I assure you.",-Le aseguro que una persona tan buena como el que más.
515,"A very decent shot, and there is not a bolder rider in England.""","Un tirador bastante decente, y no hay jinete más audaz en toda Inglaterra."
516,"""And is that all you can say for him?"" cried Marianne, indignantly.",-¡Y eso es todo lo que puede decir de él! -exclamó Marianne indignada-.
518,"What his pursuits, his talents, and genius?"" Sir John was rather puzzled.","¿Cuáles son sus ocupaciones, sus talentos, cómo es su espíritu?"
519,"""Upon my soul,"" said he, ""I do not know much about him as to all THAT.","Sir John estaba algo confundido. -Por mi vida -dijo-, no lo conozco tanto como para saber eso."
520,"But he is a pleasant, good humoured fellow, and has got the nicest little black bitch of a pointer I ever saw.","Pero es una persona agradable, de buen carácter, y tiene una perrita pointer de color negro que es lo mejor que he visto."
522,"But Marianne could no more satisfy him as to the colour of Mr. Willoughby's pointer, than he could describe to her the shades of his mind.","Pero Marianne era tan incapaz de satisfacer su curiosidad respecto al color del perro del señor Willoughby, como lo era él en cuanto a describir los matices de la mente del joven."
527,Miss Marianne must not expect to have all the men to herself.,La señorita Marianne no puede pretender quedarse con todos los hombres.
530,It is not an employment to which they have been brought up.,No es una ocupación para la que hayan sido criadas.
531,"Men are very safe with us, let them be ever so rich.","Los hombres están muy a salvo con nosotras, sin importar cuán ricos sean."
532,"I am glad to find, however, from what you say, that he is a respectable young man, and one whose acquaintance will not be ineligible.""","Me alegra saber, sin embargo, por lo que usted dice, que es un joven respetable y alguien cuyo trato no será de despreciar."
533,"""He is as good a sort of fellow, I believe, as ever lived,"" repeated Sir John.",-Creo que es una persona tan buena como el que más -repitió sir John-.
534,"""I remember last Christmas at a little hop at the park, he danced from eight o'clock till four, without once sitting down.""","Recuerdo la última Navidad, en una pequeña reunión en Barton Park, en que él bailó desde las ocho hasta la cuatro sin sentarse ni una vez."
535,"""Did he indeed?"" cried Marianne with sparkling eyes, ""and with elegance, with spirit?""","¿En verdad? -exclamó Marianne brillándole los ojos-. ¿Y con elegancia, con espíritu?"
536,"""Yes; and he was up again at eight to ride to covert.""","-Sí; y estaba otra vez en pie a las ocho, listo para salir a cabalgar."
537,"""That is what I like; that is what a young man ought to be.",-Eso es lo que me gusta; así es como debiera ser un joven.
538,"Whatever be his pursuits, his eagerness in them should know no moderation, and leave him no sense of fatigue.""","Sin importar a qué esté dedicado, su entrega a lo que hace no debe saber de moderaciones ni dejarle ninguna sensación de fatiga."
539,"""Aye, aye, I see how it will be,"" said Sir John, ""I see how it will be.","-Ya, ya, estoy viendo cómo va a ser -dijo sir John-, ya veo cómo será."
540,"You will be setting your cap at him now, and never think of poor Brandon.""","Usted se propondrá echarle el lazo ahora, sin pensar en el pobre Brandon."
541,"""That is an expression, Sir John,"" said Marianne, warmly, ""which I particularly dislike.","-Esa es una expresión, sir John -dijo Marianne acaloradamente- que me disgusta en especial."
542,"I abhor every common-place phrase by which wit is intended; and 'setting one's cap at a man,' or 'making a conquest,' are the most odious of all.","Aborrezco todas las frases trilladas con las que se intenta demostrar agudeza; y “echarle el lazo a un hombre”, o “hacer una conquista”, son las más odiosas de todas."
543,"Their tendency is gross and illiberal; and if their construction could ever be deemed clever, time has long ago destroyed all its ingenuity.""","Se inclinan a la vulgaridad y mezquindad; y si alguna vez pudieron ser consideradas bien construidas, hace mucho que el tiempo ha destruido toda su ingeniosidad."
544,"Sir John did not much understand this reproof; but he laughed as heartily as if he did, and then replied,","Sir John no entendió mucho este reproche, pero rió con tantas ganas como si lo hubiera hecho, y luego replicó:"
545,"""Ay, you will make conquests enough, I dare say, one way or other.","-Sí, sí, me atrevo a decir que usted, de una manera u otra, va a hacer suficientes conquistas."
548,"Marianne's preserver, as Margaret, with more elegance than precision, styled Willoughby, called at the cottage early the next morning to make his personal enquiries.","El protector de Marianne, según los términos en que con más elegancia que precisión ensalzara Margaret a Willoughby, llegó a la casa muy temprano la mañana siguiente para preguntar personalmente por ella."
550,Of their personal charms he had not required a second interview to be convinced.,"Para convencerse de los encantos personales de que todas hacían gala, no había necesitado una segunda entrevista."
551,"Miss Dashwood had a delicate complexion, regular features, and a remarkably pretty figure.","La señorita Dashwood era de tez delicada, rasgos regulares y una figura notablemente bonita."
555,"From Willoughby their expression was at first held back, by the embarrassment which the remembrance of his assistance created.","Al comienzo contuvo ante Willoughby la expresividad de su mirada, por la turbación que le producía el recuerdo de su ayuda."
557,It was only necessary to mention any favourite amusement to engage her to talk.,Lo único que se requería para inducirla a hablar era mencionar cualquiera de sus diversiones favoritas.
558,"She could not be silent when such points were introduced, and she had neither shyness nor reserve in their discussion.","No podía mantenerse en silencio cuando se tocaban esos temas, y no era ni tímida ni reservada para discutirlos."
559,"They speedily discovered that their enjoyment of dancing and music was mutual, and that it arose from a general conformity of judgment in all that related to either.","Rápidamente descubrieron que compartían el gusto por el baile y la música, y que ello nacía de una general similitud de juicio en todo lo que concernía a ambas actividades."
563,"He acquiesced in all her decisions, caught all her enthusiasm; and long before his visit concluded, they conversed with the familiarity of a long-established acquaintance.","El asentía a todas sus decisiones, se contagiaba de su entusiasmo y mucho antes del fin de su visita, conversaban con la familiaridad de conocidos de larga data."
564,"""Well, Marianne,"" said Elinor, as soon as he had left them, ""for ONE morning I think you have done pretty well.","-Bien, Marianne -dijo Elinor inmediatamente tras su partida-, creo que para una mañana lo has hecho bastante bien."
565,You have already ascertained Mr. Willoughby's opinion in almost every matter of importance.,Ya has averiguado la opinión del señor Willoughby en casi todas las materias de importancia.
567,"But how is your acquaintance to be long supported, under such extraordinary despatch of every subject for discourse?","Pero, ¡cómo podrás continuar tu relación con él tras despachar de manera tan extraordinaria todos los posibles temas de conversación!"
569,"Another meeting will suffice to explain his sentiments on picturesque beauty, and second marriages, and then you can have nothing farther to ask.""--","Otro encuentro bastará para que él explique sus sentimientos sobre la belleza pintoresca y los segundos matrimonios, y entonces ya no tendrás nada más que preguntar..."
570,"""Elinor,"" cried Marianne, ""is this fair? is this just? are my ideas so scanty?",-¡Elinor! -exclamó Marianne-. ¿Estás siendo justa?
572,"I have been too much at my ease, too happy, too frank.","Me he sentido demasiado cómoda, demasiado feliz, he estado demasiado franca. He faltado a todos los lugares comunes relativos al decoro."
574,"""My love,"" said her mother, ""you must not be offended with Elinor--she was only in jest.","-Querida mía -dijo su madre-, no debes sentirte ofendida por Elinor; ella sólo bromeaba."
575,"I should scold her myself, if she were capable of wishing to check the delight of your conversation with our new friend.""-- Marianne was softened in a moment.",Yo misma la regañaría si la creyera capaz de desear poner freno al placer de tu conversación con nuestro nuevo amigo. Marianne se apaciguó en un instante.
576,"Willoughby, on his side, gave every proof of his pleasure in their acquaintance, which an evident wish of improving it could offer.","Willoughby, por su parte, dio tantas pruebas del placer que le producía la relación con ellas como su evidente deseo de profundizarla podía ofrecer."
579,She was confined for some days to the house; but never had any confinement been less irksome.,"Debió quedarse confinada a la casa durante algunos días, pero nunca encierro alguno había sido menos molesto."
580,"Willoughby was a young man of good abilities, quick imagination, lively spirits, and open, affectionate manners.","Willoughby era un joven de grandes habilidades, imaginación rápida, espíritu vivaz y modales francos y afectuosos."
583,"They read, they talked, they sang together; his musical talents were considerable; and he read with all the sensibility and spirit which Edward had unfortunately wanted.","Juntos leían, conversaban, cantaban; los talentos musicales que él mostraba eran considerables, y leía con toda la sensibilidad y entusiasmo de que tan lamentablemente había carecido Edward."
589,"Colonel Brandon's partiality for Marianne, which had so early been discovered by his friends, now first became perceptible to Elinor, when it ceased to be noticed by them.","La preferencia del coronel Brandon por Marianne, tan anticipadamente descubierta por sus amigos, se hizo por primera vez perceptible a Elinor cuando ellos dejaron de advertirla."
593,"She liked him--in spite of his gravity and reserve, she beheld in him an object of interest.","Le gustaba el coronel; a pesar de su gravedad y reserva, lo consideraba digno de interés."
594,"His manners, though serious, were mild; and his reserve appeared rather the result of some oppression of spirits than of any natural gloominess of temper.","Sus modales, aunque serios, eran suaves, y su reserva parecía más el resultado de una cierta pesadumbre del espíritu que de un temperamento naturalmente sombrío."
595,"Sir John had dropped hints of past injuries and disappointments, which justified her belief of his being an unfortunate man, and she regarded him with respect and compassion.","Sir John había dejado caer insinuaciones de pasadas heridas y desilusiones, que dieron pie a Elinor para creerlo un hombre desdichado y mirarlo con respeto y compasión."
598,"""That is exactly what I think of him,"" cried Marianne. ""Do not boast of it, however,"" said Elinor, ""for it is injustice in both of you.","-Es exactamente lo que pienso de él -exclamó Marianne. -Pero no hagan alarde de ello -dijo Elinor-, porque en eso los dos son injustos."
599,"He is highly esteemed by all the family at the park, and I never see him myself without taking pains to converse with him.""","En Barton Park todos lo estiman profundamente, y por mi parte nunca lo veo sin hacer todos los esfuerzos posibles para conversar con él."
600,"""That he is patronised by YOU,"" replied Willoughby, ""is certainly in his favour; but as for the esteem of the others, it is a reproach in itself.","-Que usted esté de su parte -replicó Willoughby- ciertamente habla en favor del coronel; pero en lo que toca al aprecio de los demás, ello constituye en sí mismo un reproche."
601,"Who would submit to the indignity of being approved by such a woman as Lady Middleton and Mrs. Jennings, that could command the indifference of any body else?""","¿Quién querría someterse a la indignidad de ser aprobado por mujeres como lady Middleton y la señora Jennings, algo que a cualquiera dejaría por completo indiferente?"
602,"""But perhaps the abuse of such people as yourself and Marianne will make amends for the regard of Lady Middleton and her mother.",-Pero puede que el maltrato de gente como usted y Marianne compense por el aprecio de lady Middleton y su madre.
603,"If their praise is censure, your censure may be praise, for they are not more undiscerning, than you are prejudiced and unjust.""","Si la alabanza de éstas es censura, la censura de ustedes puede ser alabanza; porque la falta de discernimiento de ellas no es mayor que los prejuicios e injusticia de ustedes."
605,"""My protege, as you call him, is a sensible man; and sense will always have attractions for me.","M protegido, como usted lo -llama, es un hombre sensato; y la sensatez siempre me será atractiva."
607,"He has seen a great deal of the world; has been abroad, has read, and has a thinking mind.","Ha visto mucho del mundo, ha estado en el extranjero, ha leído y tiene una cabeza que piensa."
608,"I have found him capable of giving me much information on various subjects; and he has always answered my inquiries with readiness of good-breeding and good nature.""","He encontrado que puede dar me mucha información sobre diversos temas, y siempre ha respondido a mis preguntas con la diligencia que dan la buena educación y el buen carácter."
609,"""That is to say,"" cried Marianne contemptuously, ""he has told you, that in the East Indies the climate is hot, and the mosquitoes are troublesome.""",-Lo que significa -exclamó Marianne desdeñosamente- que te ha dicho que en las Indias Orientales el clima es cálido y que los mosquitos son una molestia.
610,"""He WOULD have told me so, I doubt not, had I made any such inquiries, but they happened to be points on which I had been previously informed.""","-Me lo habría dicho, no me cabe la menor duda, si yo lo hubiera preguntado; pero ocurre que son cosas de las cuales ya había sido informada."
611,"""Perhaps,"" said Willoughby, ""his observations may have extended to the existence of nabobs, gold mohrs, and palanquins.""","-Quizá -dijo Willoughby- sus observaciones se hayan ampliado a la existencia de nababs, mohúres* de oro y palanquines."
612,"""I may venture to say that HIS observations have stretched much further than your candour.","-Me atrevería a decir que sus observaciones han ido mucho más allá de su imparcialidad, señor Willoughby."
616,"""Add to which,"" cried Marianne, ""that he has neither genius, taste, nor spirit.","-A lo que se puede agregar -exclamó Marianne- que no tiene ni genio, ni gusto, ni espíritu."
617,"That his understanding has no brilliancy, his feelings no ardour, and his voice no expression.""","Que su mente es sin brillo, sus sentimientos sin ardor, su voz sin expresión."
619,"I can only pronounce him to be a sensible man, well-bred, well-informed, of gentle address, and, I believe, possessing an amiable heart.""","Lo único que puedo decir es que es un hombre de buen juicio, bien educado, cultivado, de trato gentil y, así lo creo, de corazón afectuoso."
621,"You are endeavouring to disarm me by reason, and to convince me against my will.",Intenta desarmarme con razones y convencerme contra mi voluntad.
623,You shall find me as stubborn as you can be artful.,Descubrirá que mi testarudez es tan grande como su destreza.
625,"If it will be any satisfaction to you, however, to be told, that I believe his character to be in other respects irreproachable, I am ready to confess it.","Sin embargo, si en algo la compensa que le diga que, en mi opinión, su carácter es irreprochable en otros aspectos, estoy dispuesto a admitirlo."
626,"And in return for an acknowledgment, which must give me some pain, you cannot deny me the privilege of disliking him as much as ever.""","Y en pago por una confesión que no deja de darme un cierto dolor, usted no puede negarme el privilegio de que él me desagrade igual que antes."
630,"When Marianne was recovered, the schemes of amusement at home and abroad, which Sir John had been previously forming, were put into execution.","Cuando Marianne se recuperó, los planes de diversiones en casa y fuera de ella que sir John había estado imaginando previamente, comenzaron a hacerse realidad."
631,The private balls at the park then began; and parties on the water were made and accomplished as often as a showery October would allow.,Se iniciaron los bailes privados en Barton Park e hicieron tantas excursiones a la costa como lo permitía un lluvioso octubre.
634,She only wished that it were less openly shewn; and once or twice did venture to suggest the propriety of some self-command to Marianne.,"Tan sólo deseaba que lo mostraran menos abiertamente, y una o dos veces se atrevió a sugerir a Marianne la conveniencia de un cierto control sobre sí misma."
636,"Willoughby thought the same; and their behaviour at all times, was an illustration of their opinions.","Willoughby pensaba lo mismo; y en todo momento, el comportamiento de ambos era una perfecta ilustración de sus opiniones."
637,When he was present she had no eyes for any one else.,"Cuando él estaba presente, ella no tenía ojos para nadie más."
640,"If their evenings at the park were concluded with cards, he cheated himself and all the rest of the party to get her a good hand.","Si sus tardes en la finca concluían con partidas de cartas, él se hacía trampas a sí mismo y al resto de los comensales para darle a ella una buena mano."
642,Mrs. Dashwood entered into all their feelings with a warmth which left her no inclination for checking this excessive display of them.,"Por supuesto, tal conducta los exponía a las constantes risas de los otros, pero el ridículo no los avergonzaba y apenas parecía molestarlos."
643,To her it was but the natural consequence of a strong affection in a young and ardent mind. This was the season of happiness to Marianne.,La señora Dashwood celebraba todos sus sentimientos con una ternura que la privaba de todo deseo de controlar el excesivo despliegue de ellos.
646,"Her heart was not so much at ease, nor her satisfaction in their amusements so pure.","Su corazón estaba consagrado a Willoughby, y los encantos que su compañía le conferían a su hogar actual parecían debilitar más de lo que antes había creído posible el sentimental apego a Norland que había traído consigo desde Sussex."
647,"They afforded her no companion that could make amends for what she had left behind, nor that could teach her to think of Norland with less regret than ever.",La felicidad de Elinor no llegaba a tanto. Su corazón no estaba tan en paz ni era tan completa su satisfacción por las diversiones en que tomaban parte.
650,Lady Middleton was more agreeable than her mother only in being more silent.,Lady Middleton era más agradable que su madre únicamente en que era más callada.
651,Elinor needed little observation to perceive that her reserve was a mere calmness of manner with which sense had nothing to do.,Elinor necesitó observarla muy poco para darse cuenta de que su reserva era una simple placidez en todos sus modales que nada tenía que ver con el buen juicio.
652,Towards her husband and mother she was the same as to them; and intimacy was therefore neither to be looked for nor desired.,"Con su esposo y su madre era igual que con ella y su hermana; en consecuencia, la intimidad no era algo deseado ni buscado."
653,She had nothing to say one day that she had not said the day before.,Nunca tenía algo que decir que no hubiera dicho ya el día antes.
659,"Elinor's compassion for him increased, as she had reason to suspect that the misery of disappointed love had already been known to him.","La compasión de Elinor por él se hizo cada día mayor, pues tenía motivos para sospechar que ya había conocido las miserias de un amor desengañado."
661,"His eyes were fixed on Marianne, and, after a silence of some minutes, he said, with a faint smile, ""Your sister, I understand, does not approve of second attachments.""","Miraba él fijamente a Marianne y, tras un silencio de algunos minutos, dijo con una casi imperceptible sonrisa:"
663,"""Or rather, as I believe, she considers them impossible to exist.""","-O más bien, según creo, considera imposible su existencia."
665,"But how she contrives it without reflecting on the character of her own father, who had himself two wives, I know not.","Pero cómo se las ingenia para ello sin pensar en el carácter de su propio padre, que tuvo dos esposas, es algo que no sé."
669,"""There are inconveniences attending such feelings as Marianne's, which all the charms of enthusiasm and ignorance of the world cannot atone for.",Sentimientos como los de Marianne presentan inconvenientes que ni todos los encantos del entusiasmo y la ignorancia habidos y por haber pueden redimir.
672,"""Does your sister make no distinction in her objections against a second attachment? or is it equally criminal in every body?",-¿No hace ninguna distinción su hermana en sus objeciones a una segunda unión? ¿Le parece igualmente descalificable en cualquier persona?
674,"""Upon my word, I am not acquainted with the minutiae of her principles.",-Le aseguro que no conozco sus principios en detalle.
675,"I only know that I never yet heard her admit any instance of a second attachment's being pardonable.""",Sólo sé que nunca la he escuchado admitir ningún caso en que sea perdonable una segunda unión.
679,"The lady would probably have passed without suspicion, had he not convinced Miss Dashwood that what concerned her ought not to escape his lips.","La dama mencionada habría pasado de largo sin despertar sospecha alguna, si él no hubiera convencido a la señorita Dashwood de que nada concerniente a ella debía salir de sus labios."
680,"As it was, it required but a slight effort of fancy to connect his emotion with the tender recollection of past regard.","Tal como ocurrió, no se requirió sino el más ligero esfuerzo de la imaginación para conectar su emoción con el tierno recuerdo de un amor pasado."
682,"But Marianne, in her place, would not have done so little.","Pero Marianne, en su lugar, no se habría contentado con tan poco."
683,The whole story would have been speedily formed under her active imagination; and every thing established in the most melancholy order of disastrous love.,"Su activa imaginación habría elaborado rápidamente toda la historia, disponiendo todo en el más melancólico orden, el de un amor desgraciado."
688,"""He intends to send his groom into Somersetshire immediately for it,"" she added, ""and when it arrives we will ride every day.","-Piensa enviar a su mozo de inmediato a Somersetshire para que lo traiga -agregó- y cuando llegue, cabalgaremos todos los días."
690,"Imagine to yourself, my dear Elinor, the delight of a gallop on some of these downs.""","Imagínate, mi querida Elinor, el placer de galopar en alguna de estas colinas."
693,"Elinor then ventured to doubt the propriety of her receiving such a present from a man so little, or at least so lately known to her.","Elinor se atrevió entonces a dudar de lo apropiado de recibir tal presente de un hombre al que conocían tan poco, o al menos desde hacía tan poco tiempo."
